year,code,head,page,dept,dept_name,raw_line
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),97,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","0        0       5023306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       25      50"
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),98,154,";[g8=, .,[É8=LS, :8M;""","106       18      10023306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS      100     100"
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),101,304,SMdI]GLS[XG  lJEFU,"0       80       5023306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       50       0"
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),102,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"76        5       2523306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       10      25"
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),103,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","3       62       5023306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       50      50"
2005-06,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),103,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","14525    23166    1500023311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf    21500   15000"
2005-06,10301,"VEHICLE TAX (rev inc, dept 381)",103,381,"Z:TF4 U,LVM4 O]85FY",18870    57847    6000010301 JFCG 8[Ù    72000   60000
2005-06,13423,ROAD CUT RESTORATION CHARGES (rev inc),103,381,"Z:TF4 U,LVM4 O]85FY",5224     7912     500013423 Z:TF S5FT 5]Go :YF5G OL     5000    5000
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),104,411,-MZ +F; V\S]X lJEFU,"4        1       1023306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       10      10"
2005-06,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),107,609,h],"0        0        523306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        0       5"
2005-06,DEPT967,DEPT TOTAL,128,967,"1147     130530199 5UFZ BR""     1465    1305","967     1147     130530199 5UFZ BR""     1465    1305"
2005-06,38401,ROADS STREETS AND PAVEMENTS (rev exp),137,381,"Z:TF4 U,LVM4 O]85FY","22811    15029    2252038401 Z:TF U,LVM TYF O}85FY    19945   19970"
2005-06,38407,FOOT-PATH PAVEMENTS (rev exp),137,381,"Z:TF4 U,LVM4 O]85FY",1334     1487     290038407 O}85FY s5[JD[g8f     3050    2600
2005-06,38413,POLE PAVEMENTS (rev exp),137,381,"Z:TF4 U,LVM4 O]85FY",95        3      42538413 5M/ 5[JD[g8      675     625
2005-06,64401,ROADS AND STREETS RESURFACING (capex),163,381,"Z:TF4 U,LVM4 O]85FY","5053     9369    3435264401 Z:TF4 U,L v ZL;ZO[.;ÄU    15000  164352"
2005-06,64406,ROADS AND STREETS - GENERAL (capex),164,381,"Z:TF4 U,LVM4 O]85FY","6541     9210        064406 Z:TF4 U,L4 HGZ,    75000       0"
2005-06,64407,FOOTPATH AND PAVEMENTS (capex),164,381,"Z:TF4 U,LVM4 O]85FY",747        0      47564407 O]85FY4 5[JD[g8     5000     475
2005-06,64414,TRAFFIC CONTROL BLOCK (capex),164,381,"Z:TF4 U,LVM4 O]85FY","377        0     288064414 8=FOLS Sg8=M, a,MÉ;     8145    2880"
2005-06,64402,OTHER BRIDGES (capex),164,382,"5],M","0        0     350064402 VgI 5],   320000       0"
2005-06,64402,OTHER BRIDGES (capex),167,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","12        0     670064402 VgI 5],        0       0"
2005-06,64406,ROADS AND STREETS - GENERAL (capex),167,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","573      380     850064406 Z:TF4 U,L4 HGZ,        0       0"
2005-06,64401,ROADS AND STREETS RESURFACING (capex),168,962,"!5 SZM0GF hMG, JS"";","3969        0    1226564401 Z:TF4 U,L v ZL;ZO[.;ÄU    57343   41205"
2005-06,64406,ROADS AND STREETS - GENERAL (capex),168,962,"!5 SZM0GF hMG, JS"";","5573    83341   14202664406 Z:TF4 U,L4 HGZ,   189585  184677"
2005-06,64407,FOOTPATH AND PAVEMENTS (capex),168,962,"!5 SZM0GF hMG, JS"";",0    20505    2103564407 O]85FY4 5[JD[g8    49348   25646
2005-06,64414,TRAFFIC CONTROL BLOCK (capex),168,962,"!5 SZM0GF hMG, JS"";","304     8534     578064414 8=FOLS Sg8=M, a,MÉ;    10450    7430"
2005-06,64401,ROADS AND STREETS RESURFACING (capex),169,964,8[1F O|L AMg0vZ__#,"0        0        064401 Z:TF4 U,L v ZL;ZO[.;ÄU        0  150000"
2005-06,64402,OTHER BRIDGES (capex),169,964,8[1F O|L AMg0vZ__#,"0        0    5000064402 VgI 5],   130000  100000"
2005-06,64406,ROADS AND STREETS - GENERAL (capex),169,965,GJL 8LP%FL P :SLDDF\ DF/BFUT,"0        0        064406 Z:TF4 U,L4 HGZ,    20000       0"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),107,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        25      25      25       0        0"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),107,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       100     100     100      18      156"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),110,301,A\AF BFT] sOFIZ lA|U[0f,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS         0       0       0       0       60"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),110,304,SMdI]GLS[XG  lJEFU,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        50      50      50      80        0"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),112,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        10      10      10       5        0"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),112,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        50      50      50      62       82"
2006-07,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),112,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf     21500   21500   21500   23166    19782"
2006-07,DEPT371,DEPT TOTAL,112,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 334653166530750307","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 3346531665307503075229126"
2006-07,10301,"VEHICLE TAX (rev inc, dept 381)",112,381,"Z:TF4 U,LVM4 O]85FY",10301 JFCG 8[Ù     80000   72000   72000   57847    63830
2006-07,13423,ROAD CUT RESTORATION CHARGES (rev inc),112,381,"Z:TF4 U,LVM4 O]85FY",13423 Z:TF S5FT 5]Go :YF5G OL      8000   10000    5000    7912     7177
2006-07,DEPT381,DEPT TOTAL,112,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 8914283142787127209867227","381 Z:TF4 U,LVM4 O]85FY G]\  S], 8914283142787127209867227"
2006-07,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),113,411,-MZ +F; V\S]X lJEFU s;LPV[GP;LP0LPf,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        10      10      10       1        0"
2006-07,DEPT371,DEPT TOTAL,142,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 269908241896233939","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 269908241896233939149382124639"
2006-07,38401,ROADS STREETS AND PAVEMENTS (rev exp),143,381,"Z:TF4 U,LVM4 O]85FY","38401 Z:TF U,LVM TYF O}85FY     25950   24445   19945   15029    16246"
2006-07,38407,FOOT-PATH PAVEMENTS (rev exp),143,381,"Z:TF4 U,LVM4 O]85FY",38407 O}85FY s5[JD[g8f      2950    3250    3050    1487     2095
2006-07,38413,POLE PAVEMENTS (rev exp),143,381,"Z:TF4 U,LVM4 O]85FY",38413 5M/ 5[JD[g8       770     475     675       3      136
2006-07,DEPT381,DEPT TOTAL,143,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 196334176770150170132619129638","381 Z:TF4 U,LVM4 O]85FY G]\  S], 196334176770150170132619129638"
2006-07,DEPT382,DEPT TOTAL,143,382,"5],M G]\  S], 120029008003240","382 5],M G]\  S], 120029008003240"
2006-07,DEPT371,DEPT TOTAL,166,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 423800197200315500","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 42380019720031550020744052831"
2006-07,64401,ROADS AND STREETS RESURFACING (capex),166,381,"Z:TF4 U,LVM4 O]85FY","64401 Z:TF4 U,L v ZL;ZO[.;ÄU      5000   25000   15000    9369     1122"
2006-07,64406,ROADS AND STREETS - GENERAL (capex),166,381,"Z:TF4 U,LVM4 O]85FY","64406 Z:TF4 U,L4 HGZ,     27500   15000   75000    9210        0"
2006-07,64407,FOOTPATH AND PAVEMENTS (capex),166,381,"Z:TF4 U,LVM4 O]85FY",64407 O]85FY4 5[JD[g8         0       0    5000       0      447
2006-07,64414,TRAFFIC CONTROL BLOCK (capex),166,381,"Z:TF4 U,LVM4 O]85FY","64414 8=FOLS Sg8=M, a,MÉ;     10000    2645    8145       0     1242"
2006-07,DEPT381,DEPT TOTAL,166,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 5850049245119495387121483","381 Z:TF4 U,LVM4 O]85FY G]\  S], 5850049245119495387121483"
2006-07,64402,OTHER BRIDGES (capex),166,382,"5],M","64402 VgI 5],     17500   20000  320000       0      372"
2006-07,DEPT382,DEPT TOTAL,166,382,"5],M G]\  S], 17500200005900002251208","382 5],M G]\  S], 17500200005900002251208"
2006-07,64402,OTHER BRIDGES (capex),169,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","64402 VgI 5],         0       0       0       0     1696"
2006-07,64406,ROADS AND STREETS - GENERAL (capex),169,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","64406 Z:TF4 U,L4 HGZ,         0       0       0     380     1132"
2006-07,64401,ROADS AND STREETS RESURFACING (capex),170,962,"!5 SZM0GF hMG, JS"";","64401 Z:TF4 U,L v ZL;ZO[.;ÄU     61050   47818   57343       0     1855"
2006-07,64406,ROADS AND STREETS - GENERAL (capex),170,962,"!5 SZM0GF hMG, JS"";","64406 Z:TF4 U,L4 HGZ,    257945  170335  189585   83341    89421"
2006-07,64407,FOOTPATH AND PAVEMENTS (capex),170,962,"!5 SZM0GF hMG, JS"";",64407 O]85FY4 5[JD[g8     11500   31048   49348   20505    17339
2006-07,64414,TRAFFIC CONTROL BLOCK (capex),170,962,"!5 SZM0GF hMG, JS"";","64414 8=FOLS Sg8=M, a,MÉ;      5500    4550   10450    8534      989"
2006-07,DEPT962,DEPT TOTAL,170,962,"!5 SZM0GF hMG, JS""; G]\  S], 589612478746709063218451240992","962 !5 SZM0GF hMG, JS""; G]\  S], 589612478746709063218451240992"
2006-07,DEPT963,DEPT TOTAL,171,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 14500049517162862503370","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 14500049517162862503370"
2006-07,64402,OTHER BRIDGES (capex),171,964,8[1F O|L AMg0vZ__#,"64402 VgI 5],    150000   50000  130000       0     7489"
2006-07,DEPT964,DEPT TOTAL,171,964,"8[1F O|L AMg0vZ__# G]\  S], 39000022500047000074890","964 8[1F O|L AMg0vZ__# G]\  S], 39000022500047000074890"
2006-07,64406,ROADS AND STREETS - GENERAL (capex),171,965,GJL 8LP%FL P :SLDDF\ DF/BFUT ;]lJWFVM,"64406 Z:TF4 U,L4 HGZ,         0       0   20000       0        0"
2006-07,DEPT965,DEPT TOTAL,171,965,GJL 8LP%FL P :SLDDF\ DF/BFUT ;]lJWFVM G]\ 004000000,965 GJL 8LP%FL P :SLDDF\ DF/BFUT ;]lJWFVM G]\ 004000000
2006-07,64406,ROADS AND STREETS - GENERAL (capex),171,966,8[1F O|L AMg0vZ__$,"64406 Z:TF4 U,L4 HGZ,    988700   90000       0       0        0"
2006-07,64407,FOOTPATH AND PAVEMENTS (capex),171,966,8[1F O|L AMg0vZ__$,64407 O]85FY4 5[JD[g8    200000   50000       0       0        0
2006-07,DEPT966,DEPT TOTAL,171,966,"8[1F O|L AMg0vZ__$ G]\  S], 1558800205000000","966 8[1F O|L AMg0vZ__$ G]\  S], 1558800205000000"
2006-07,DEPT967,DEPT TOTAL,171,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 311250060000000","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 311250060000000"
2006-07,DEPT371,DEPT TOTAL,173,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 000149519317","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 000149519317"
2006-07,DEPT381,DEPT TOTAL,173,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 0001785100","381 Z:TF4 U,LVM4 O]85FY G]\  S], 0001785100"
2006-07,DEPT963,DEPT TOTAL,174,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 1450006000016286200","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 1450006000016286200"
2006-07,DEPT967,DEPT TOTAL,174,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 15000000000","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 15000000000"
2007-08,64407,FOOTPATH AND PAVEMENTS (capex),52,141,(yuV) yLJgu,3.3.3.3.3. ðtuxh rzMxÙeçÞwþ™ y™u …k…e„ Mxuþ™tuðtuxh rzMxÙeçÞwþ™ y™u …k…e„ Mxuþ™tuðtuxh rzMxÙeçÞwþ™ y™u …k…e„ Mxuþ™tuðtuxh rzMxÙeçÞwþ™ y™u …k…e„ Mxuþ™tuðtuxh rzMxÙeçÞwþ™ y™u …k…e„ Mxuþ™tu 4407.264407.264407.264407.264407.26 1489.801489.801489.801489.801489.80
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),117,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        20       25       25       0        0"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),118,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS       100      100      100     156      166"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),120,301,A\AF BFT] sOFIZ lA|U[0f,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS         0        0        0      60        0"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),121,304,SMdI]GLS[XG  lJEFU,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS         0       50       50       0        0"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),122,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        10       10       10       0      448"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),123,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        50       50       50      82        3"
2007-08,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),123,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf     22500    21500    21500   19782    21444"
2007-08,DEPT371,DEPT TOTAL,123,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 351653566533465493","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 3516535665334654932130752"
2007-08,10301,"VEHICLE TAX (rev inc, dept 381)",123,381,"Z:TF4 U,LVM4 O]85FY",10301 JFCG 8[Ù    100000    80000    80000   63830    76523
2007-08,13423,ROAD CUT RESTORATION CHARGES (rev inc),123,381,"Z:TF4 U,LVM4 O]85FY",13423 Z:TF S5FT 5]Go :YF5G OL     24000    23000     8000    7177    28283
2007-08,DEPT381,DEPT TOTAL,123,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 1251421041428914210584872098","381 Z:TF4 U,LVM4 O]85FY G]\  S], 1251421041428914210584872098"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),124,411,-MZ +F; V\S]X lJEFU s;LPV[GP;LP0LPf,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS        10       10       10       0       27"
2007-08,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),127,609,h],"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS         0        0        0       0        1"
2007-08,DEPT371,DEPT TOTAL,156,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 371065312580269908","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 371065312580269908193008149382"
2007-08,38401,ROADS STREETS AND PAVEMENTS (rev exp),156,381,"Z:TF4 U,LVM4 O]85FY","38401 Z:TF U,LVM TYF O}85FY     33700    27450    25950   16246    19608"
2007-08,38407,FOOT-PATH PAVEMENTS (rev exp),156,381,"Z:TF4 U,LVM4 O]85FY",38407 O}85FY s5[JD[g8f      3900     3050     2950    2095     2083
2007-08,38413,POLE PAVEMENTS (rev exp),156,381,"Z:TF4 U,LVM4 O]85FY",38413 5M/ 5[JD[g8       875      450      770     136      259
2007-08,DEPT381,DEPT TOTAL,156,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 160375143914196334174173132619","381 Z:TF4 U,LVM4 O]85FY G]\  S], 160375143914196334174173132619"
2007-08,DEPT382,DEPT TOTAL,156,382,"5],M G]\  S], 1930120012002730324","382 5],M G]\  S], 1930120012002730324"
2007-08,DEPT371,DEPT TOTAL,182,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 367869194221423800","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 367869194221423800158826207440"
2007-08,64401,ROADS AND STREETS RESURFACING (capex),182,381,"Z:TF4 U,LVM4 O]85FY","64401 Z:TF4 U,L v ZL;ZO[.;ÄU      5000     5000     5000    1122     3274"
2007-08,64406,ROADS AND STREETS - GENERAL (capex),182,381,"Z:TF4 U,LVM4 O]85FY","64406 Z:TF4 U,L4 HGZ,    155000    17500    27500       0     2939"
2007-08,64407,FOOTPATH AND PAVEMENTS (capex),182,381,"Z:TF4 U,LVM4 O]85FY",64407 O]85FY4 5[JD[g8         0        0        0     447        0
2007-08,64414,TRAFFIC CONTROL BLOCK (capex),182,381,"Z:TF4 U,LVM4 O]85FY","64414 8=FOLS Sg8=M, a,MÉ;      5000     5000    10000    1242      575"
2007-08,DEPT381,DEPT TOTAL,182,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 182000354505850081413871","381 Z:TF4 U,LVM4 O]85FY G]\  S], 182000354505850081413871"
2007-08,64402,OTHER BRIDGES (capex),182,382,"5],M","64402 VgI 5],     45920    22500    17500     372     9892"
2007-08,DEPT382,DEPT TOTAL,182,382,"5],M G]\  S], 459202250017500102662251","382 5],M G]\  S], 459202250017500102662251"
2007-08,64402,OTHER BRIDGES (capex),185,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","64402 VgI 5],         0        0        0    1696        0"
2007-08,64406,ROADS AND STREETS - GENERAL (capex),185,953,";M,L0 J[:8 D[G[HD[g8 ÝMH[É8","64406 Z:TF4 U,L4 HGZ,         0        0        0    1132        0"
2007-08,64401,ROADS AND STREETS RESURFACING (capex),186,962,"!5 SZM0GF hMG, JS"";","64401 Z:TF4 U,L v ZL;ZO[.;ÄU    162287    52671    61050    1855    22145"
2007-08,64402,OTHER BRIDGES (capex),187,962,"!5 SZM0GF hMG, JS"";","64402 VgI 5],      4000        0        0       0        0"
2007-08,64406,ROADS AND STREETS - GENERAL (capex),187,962,"!5 SZM0GF hMG, JS"";","64406 Z:TF4 U,L4 HGZ,    639371   238145   257945   89421   127701"
2007-08,64407,FOOTPATH AND PAVEMENTS (capex),187,962,"!5 SZM0GF hMG, JS"";",64407 O]85FY4 5[JD[g8     47149    35200    11500   17339    16931
2007-08,64414,TRAFFIC CONTROL BLOCK (capex),187,962,"!5 SZM0GF hMG, JS"";","64414 8=FOLS Sg8=M, a,MÉ;      3779     8500     5500     989      230"
2007-08,DEPT962,DEPT TOTAL,187,962,"!5 SZM0GF hMG, JS""; G]\  S], 1825274595966589612312219218451","962 !5 SZM0GF hMG, JS""; G]\  S], 1825274595966589612312219218451"
2007-08,DEPT963,DEPT TOTAL,187,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 1050005000014500038563503","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 105000500001450003856350337"
2007-08,64402,OTHER BRIDGES (capex),187,964,8[1F O|L AMg0vZ__#,"64402 VgI 5],    160000    90000   150000    7489     8351"
2007-08,DEPT964,DEPT TOTAL,187,964,"8[1F O|L AMg0vZ__# G]\  S], 348060740000390000572537489","964 8[1F O|L AMg0vZ__# G]\  S], 348060740000390000572537489"
2007-08,64402,OTHER BRIDGES (capex),187,966,8[1F O|L AMg0vZ__$,"64402 VgI 5],    330400    45000        0       0        0"
2007-08,64406,ROADS AND STREETS - GENERAL (capex),187,966,8[1F O|L AMg0vZ__$,"64406 Z:TF4 U,L4 HGZ,    700000   218700   988700       0    20101"
2007-08,64407,FOOTPATH AND PAVEMENTS (capex),187,966,8[1F O|L AMg0vZ__$,64407 O]85FY4 5[JD[g8    120302   120000   200000       0      682
2007-08,DEPT966,DEPT TOTAL,187,966,"8[1F O|L AMg0vZ__$ G]\  S], 11617024263001558800242250","966 8[1F O|L AMg0vZ__$ G]\  S], 11617024263001558800242250"
2007-08,64402,OTHER BRIDGES (capex),188,967,"VA""G .gËF:8=ÉRZ ÝMH[É8","64402 VgI 5],    880000        0        0       0        0"
2007-08,DEPT967,DEPT TOTAL,188,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 6209700349500311250048250","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 6209700349500311250048250"
2007-08,DEPT371,DEPT TOTAL,191,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 00001495","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 00001495"
2007-08,DEPT381,DEPT TOTAL,191,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 0001671785","381 Z:TF4 U,LVM4 O]85FY G]\  S], 0001671785"
2007-08,DEPT963,DEPT TOTAL,192,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 10500050000145000490590","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 10500050000145000490590"
2007-08,DEPT967,DEPT TOTAL,192,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 3000000440000150000000","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 3000000440000150000000"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),145,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 10202005"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),145,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0100100166 601"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),149,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 421010448 2096"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),150,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 50505031 3"
2008-09,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),150,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 1200001700002250021444 54832"
2008-09,DEPT371,DEPT TOTAL,150,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 132865182665351651","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 1328651826653516511900149321"
2008-09,10301,"VEHICLE TAX (rev inc, dept 381)",150,381,"Z:TF4 U,LVM4 O]85FY",10301 JFCG 8[Ù 1500008000010000076523 79078
2008-09,13423,ROAD CUT RESTORATION CHARGES (rev inc),150,381,"Z:TF4 U,LVM4 O]85FY",13423 Z:TF S5FT 5]Go :YF5G OL 52500520002400028283 35388
2008-09,DEPT381,DEPT TOTAL,150,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 203642133142125142115509105848","381 Z:TF4 U,LVM4 O]85FY G]\  S], 203642133142125142115509105848"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),151,411,-MZ +F; V\S]X lJEFU s;LPV[GP;LP0LPf,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 10101027 0"
2008-09,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),154,609,h],"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 00015"
2008-09,DEPT371,DEPT TOTAL,179,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 446175402690371065","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 446175402690371065251007193008"
2008-09,38401,ROADS STREETS AND PAVEMENTS (rev exp),179,381,"Z:TF4 U,LVM4 O]85FY","38401 Z:TF U,LVM TYF O}85FY 36200355003370019608 24140"
2008-09,38407,FOOT-PATH PAVEMENTS (rev exp),179,381,"Z:TF4 U,LVM4 O]85FY",38407 O}85FY s5[JD[g8f 3500445039002083 2012
2008-09,38413,POLE PAVEMENTS (rev exp),179,381,"Z:TF4 U,LVM4 O]85FY",38413 5M/ 5[JD[g8 1050775875259 93
2008-09,DEPT381,DEPT TOTAL,179,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 163350157625160375133121174173","381 Z:TF4 U,LVM4 O]85FY G]\  S], 163350157625160375133121174173"
2008-09,DEPT382,DEPT TOTAL,180,382,"5],M G]\  S], 12001200193011972730","382 5],M G]\  S], 12001200193011972730"
2008-09,DEPT371,DEPT TOTAL,201,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 632800240202367869","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 632800240202367869104865158826"
2008-09,64401,ROADS AND STREETS RESURFACING (capex),201,381,"Z:TF4 U,LVM4 O]85FY","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 10000500050003274 4430"
